emotions,text
0,I'm going to dig up Under the Red Hood and the Lost Days for you to read again and stop feeling offended
1,"I am very pleased that you will achieve your goal of the mercedes, but... you're already a better person?"
3,"I did not know that you were so desperate, chere."
0,"And your book says that. —His lips fruncen was inside and then separate them with a click.— Do not take me to hair, friend."
2,@stranger_foryou tomorrow is my day of test but I am very very very nervous
3,@JoJoFactsDubs gave Me more sadness the death of D I O
1,@anvalfajac taba good incense seems to 
0,What net CDMX? 3 locks in the entire city. 3 click locks and lose 3 hours in the traffic. Do you net? 
2,@Bono_fran @Z0UlSP0RR0 But spaghetti is the most dangerous
1,@JAlejandroBM JAJAAJAJ entirely your 
0,Sometimes I like to be shocking
1,@dieg0_ps That rod was a threesome waiting to happen 
3,"You know that a person is important in your life: when your problems affect you, and can't sleep for thinking of it "
0,"THESE""FANS""OF NEW THAT HAVE COME OUT OF THE BOYS ARE FAKE AND THEY COME TO INSULT THE FANDOM OF 1D THAT SHE DIDN'T EVEN MAKE LIVED WHAT WAS THAT"
2,It's horrible when you realize that you have less money of what you think
1,Enriching experiences I have constantly which fortunate I am!
3,"Amazing how tired q I, all day with the kids, and I want to see ma night peeeero I'm with a sueñote"
0,enraged and thirsty for wine
0,"I am very impulsive, in the moment that I get angry I say things that after I finish repenting"
2,I don't know what I'm going to put the dda and that has me too nervous
0,"Suicide is the final chapter of a novel more long and misunderstood. Not solved by telling someone to ""not be sad"" and that's it."
0,"Since yesterday that I am super upset and nervous with nausea, and at home I was told yyyy good MANDALE to THE LINDEN leaves I prefer a wine"
0,"From primary school I'm a Fan fan fan faaaaan of hilary duff h'm, well outraged because they are not your albums old on Spotify, they ARE GOOD!"
3,I re uncomfortable this
0,"May God, put his hand to calm the thirst for vengeance that can continue."
3,I wish I had been able to resist a little more. The depression and the drugs won another battle... Rest in peace.
2,That imagination of mine when I'm jealous or worried
3,"It makes Me mad that I grip imsomnio when we don't sleep together I don't have to whom to embrace, not to bother because I can't sleep "
2,And dale with the #fear ! Not! That is a thing of #love !!!! #Cristovive
3,I don't know what I'm going to put the dda and that has me too nervous
2,"Only that I am very far from home, where I know nobody, nobody knows me, and Google maps does not work. #tdiario "
0,This boluda of the vidal appears to me at all youtube ads 
2,Why @cafesproutmx closes so early today?! #angry
1,"—Happy friendship day, me stupid. @H0LYEMMS"
0,@logiczzzzzzz @ByAdri10YT @JustMagaZ @AyudasEsP @Toony11_ Okey and you did something for the q you start insulting haha random I am not what you will be your
2,"Suicide is the final chapter of a novel more long and misunderstood. Not solved by telling someone to ""not be sad"" and that's it."
1,@mariadenext Jaajajjajaa Deneeeeb 
1,Is the joke more funny that people have told me 🤗
1,@Liev_Melenas The resurrection of Nikki 
3,I want to embrace. I want to want to. I miss the affection of my people. 
1,"Let's not get carried away by pride, escribele pa q to leave you in seen JAJAJAJJAJA "
2,I need to hug someone the knot in the throat is tremendous
2,"I am very suspicious, too say I."
3,Why the fucking of @TwitterSupport I suspended my account @xhisho 
1,"""To the bone"" one of the films that I wanted to last more "
3,@lasaldecolombia What you say now unhappy?
2,Fran cared that he was angry with me 
1,"#DeColombiaMeGusta feel proud of having been born here, and my heart beat super fast when the sound of the National Anthem."
1,@fabricelelous I had very nice company 
2,@ObservadBinario it Is preferable to go for Cucuta. For Maicao is too dangerous
1,@hernanmontes32 Happy you have this beautiful woman every day for love of all forms 
3,"@andreaespueblo Emptiness and sadness, and I don't have with whom to identify..."
3,It still hurts... 
0,"@miguelmari5 @gaceta_es @blythe_club be left-wing is to be resentful, envious and violent. There is not leftist good person."
0,@FitbitSupport The solution is as nasty as you are not responsible of anything. I am very upset. The only one harmed is me.
1,"The milsgros sent me a message and I put I LOVE YOU , never in the life I had been shown so much love.. I'm excited"
2,"@juanjorinconm Obviously one like bloat, look at that payroll so good, and expects the team to do well. But Hernan is fearful."
3,I think now if I chingue running knee 
1,@MuziTizi @juliibenzo @paulifernande14 @ro_cavallo1 @ValeBenzo @valengodino @marti Happy day starred the master!
1,"@mariobautista_ you Are a great person @mariobautista_ that's why all your bautisters you amos, you're the best idol I LOVE YOU !! <3"
0,"And what it is that your friend tells you? Other: I love you, I miss you, you're going to eat. Me: What sustained you're csmr. I hate you. "
2,"Fear is the first time that you can not take the second; panic, the second time that you cannot take the first. #fear"
2,Hey this tremor was as very strong for my taste! 
0,"You will take care of your state, but you are so culon that I removed in a similar quarrel"
1,"The videos of @_ELBRAYAN_ made me the night, love him. "
2,I with the cell phone of others I'm a danger.
0,PERU is tired of so much Rotting Shit and Kagadas of the PresidenteDeLUJO! Do not match a! You shoot at the feet! DOES NOT LOVE TO PERU!
1,@LaurenJauregui you have No idea how excited I am for what you and the girls are preparing. Good Night. I love you Lauren.❤
2,@_wocker Crazy and dangerous!
2,They told Me something that I can not have ANYONE and my anxiety needs to contarselo to at least one person
0,Imperator Furious! #Madmax
3,Keiko has nothing to do with Montesinos!He took authority that was not to be!The Fujimorismo is the main opponent of terrorism!
1,@J_manuel56 Ah well hahaha good to know 
0,How justified the contempt of Carmena at #HomenajeBlancoEP? How can you say that Otegi is a fighter for peace? You matter offend?
2,I was very anxious for the show in argentina is obvious and it was amazing but now it is in my country and I will be with my best friends
2,"@CarlosBasombrio ☀️we want to go to the historic center, but there is no #Safety , Adios visit #Sanctuary of #SantaRosa And #Mistura 2018 "
3,@GalaxyyGod AYYYYY I are GOING TO MAKE you CRY
0,"As I say ruled, I am outraged."
2,"“With all of the risks they were taking, love was probably the choice most dangerous of all”. — The nightingale | Kristin Hannah."
3,"Today I found a library staffed by a ghost, a lord very sad. And it's weird, because I thought that the books were sad."
2,"I am so fobica to the spiders, or well I see a or I the name the I begin to feel all over the body "
2,@revistaproceso Already gave me mistrust the new tunnel in Acapulco!
0,I'm in my moment of anger and hatred against the world. I hate them all.
0,"She thought that I was going to get mad that you talk with, resentful"
3,I miss my blue 
3,@Jomuvaz don't make me cry at this hour fuck
0,OFFENDED HAND THAT IS VERY MUCH THE BLACK HIJUEPUTA
2,You're listening to the radio and suddenly appears your voice and gives you as fright listen to yourself... I've been some years in this and I'm not accustomed
3,"Anxiety and frustration, thank you for being my faithful companions."
2,"Anyone who wants to get scared and see ""Deepwater Horizon"" and imagine that #PDVSA would have handled that crisis. "
0,"Only emanates from within, as the red fury of the tramp of the stars."
3,"I have a tremendous urge to go for a walk now pa get me a little of the disappointment and the anger and think "" well q I'm going to do"
1,"Lately Kai attracts me in on how lpm is that it is so piola, so joyful, so beautiful, so god dance, so baby tender, so I drink"
0,Dudes! Net you need to be well pendejitos of the head if they think that with snaps nasties will cause something in a woman.
2,Whats so suspicious that I am with the people already
0,"@Pedrito_Vm sos I in life, cheated and outraged"
1,I start courses and I am super happy
1,@AmorVIPcom A taste..
1,"Sone with you, more than a smile I did."
3,"Life already is very dangerous, not for people who do evil, but by those that sit to see what happens."
0,As I purge that I talk to the wind ........ #angry
1,"Today you realize who if she remembers you and who is not, which nice day"
0,@PaisdePrimera50 @PedroBordaberry Uhhhh came the insult a must
1,"Hey, what And who were the #PSLP that fell in the fake? I say to laugh a while, or webiarlos...I don't know "
2,Cotto is going out through the tunnel and is constantly looking back to see if Kamegai does not come cuadrao' pa enmaci. 
1,"@jbryan_x I Went to see her last year and had fun but I expected more, we'll see how it goes this "
3,"I can not for the sorrow, fuck all."
1,"—Smile victorious and a big kiss to the table, its beautiful."
2,#SexoYReligion the combination of words that create panic in the society.
2,I want to go to the circus of terror. 
1,Fav if qres a ft mia very fetus and funny
1,Jajajajajajajaja you escaped the heart jajajajaja cuddle 
1,"@AndreeaRp Yes, btw, I also feel proud hahaha"
3,"It gives Me a disgust that want to do the hippie all the time, tremendous ghost"
0,Outraged with this theme of crap that I get
0,@hermanntertsch The fury of Yahweh fell on them :)
2,@power0ut less evil when they grow some of the allergies are happening. is well terrible like
0,"If there is something that I hate, is to wait. "
2,"@ivana_valen That you are going to be horrendous, go tomorrow and that we rehearse in the courtyard"
2,"Not who is more sad, that me, appear the memories when I am greeted by the day of a friend or the death of chester"
1,I am in luck this fall. I take the puntinos white on a black background! Today I added to my collection a pair of trousers and a belt. #Happy
2,not every surprise is pleasant or.or
2,"My vegetable garden you need to water with despair, and I fall asleep."
2,are they giving the notes the average of d story 
2,@witch_scm With the first two you are already a species in danger of extinction
0,"@kuroneko_baka98 to me you have offended, not to be so would have sweated off your face"
3,With the plants will end up an abyss of darkness #LuzConPuntaCatalina
3,"What gives me grief is that it is ""apparent suicide"". You never know what another person suffers, you'll never imagine. #RIPChesterBennigton"
3,"Without taking a mrigal cdo I hurt, the head is not q would "
0,"@ElSabuesoAP @DeniseDresserG @senadomexicano What toenen tight, is the neck of the Mexican"
3,There are pelís q should come with a “not recommended for sensitive people” at the same q do with the age of #Manchesterfrentealmar #grief #heartbreak
0,okokok a fav and a terror to the hptas cats that are culeando at my window.
3,"I am pessimistic always, but for the reasons that saramago casually, however I think we can still recover lost space."
1,Your smile is perfect 
0,I am: angry and I never get angry
0,"@chxlemr is Not an insult, it is what SOS, GARCÍA, FUCKING. At least you came, chau, ortiba, because I you're going to look."
0,Every day I am double blind
1,Every thing I say is me caga de risa 
3,I'm sad 
1,Now there is another in my life that I heal my heridassss me back the joy that was perdidaaaaaaa @JuanSaplara_
2,"I AM VERY NERVOUS , TREMBLING, AND NOTHING OF THE CRYING. LINDA IS THE NEW ERA OF SELENA #SelenaNewSingleOutNow"
1,"@paspadita Dale, what vicho! Many thanks!! "
2,"@CamiiMunguia If, but of terror. I don't know if you like that kind of movies 🤔 haha"
0,"Ptm, where is my moon??? "
2,The storm!!!being the one of the afternoon is night and diluvia 
1,"You can't say well, ""crazy life"" is very funny."
0,"But I I put up and I tried to go back to sleep and I woke up like at 6/6:30, and now I'm tired and angry"
1,You realize that it is worth the when you call in the morning drunk telling you he loves you 
2,"@ad_Morato Ushh noo,really afraid,I do not know why always those pods annoy the military"
0,I don't know where it comes out to be salty because Steve Carell has not won any Emmy for The Office but I'm 100% disgusted me too.
0,@pagina12 I Understand the family concern but they should be more careful because a lot of people are mobilized after these orders
2,"gabriel ball atoa, dread"
0,"| Caity: ""Sarah being intimidated by a Supergirl"" —Dies—"
2,"Anxiety and frustration, thank you for being my faithful companions."
3,"Unfortunately I give more than I receive, I do well, and they treat me bad, I am always there and for me they never are, but no, I'm not going to change."
0,In these moments I feel my body boiling.
3,"@oceanodelaura Unfortunately, the ideological affinity of the majority of the parties in the MUD, the leads be functional to the PSUV."
0,"@ActualidadRT @NicolasMaduro Clear, that pride... Worth of others. Say what happens in palo verde at this time."
0,"Yes, I hate to work in a team, here only one out of every three works, the others only hinder and hamper all #angry"
1,I like it when you speak to me to see that it is made in my birthday 
3,"If iaso by your side, and don't greeting nq or take it as anger that the love q and will want to greet each other with the eyes."
3,"@Malejaaaa__ Being so I would have to say ""I'm terrible"""
0,@FedericaaAraujo Me you were casting by show my love. I'm offended
3,They deleted one of my fics favs of wattpad the depression is real
0,Bunch of assholes without the mother that are attacking cars in the middle of the traffic #Rage
2,You fear more what you can't see that what you see and makes more damage.... 
2,That restlessness is facing such difficult things.
1,"@IvanovickAG I also, super younger than you "
3,Today I am happy with little with my sadness is enough for me
0,"@CKalher_ - awaits You in the door, frowning because it does not have very good aspect.-"
0,And at this time is when the breathing starts to get crazy
0,"I have two types of jealousy, the normal where to say that I'm jealous and I'm angry and I'm going."
2,"Tell your soul, which will not be a coward..."
1,"Iker has slept all day, only wakes up to eat, and with the eyes closed "
0,"July 12, 2017, blue makes a tantrum, and decides to get out of a career in design because it does not leave your signs for your band."
0,"A pity that they bring to @alo_oficial in the front,... perfect Output, the podium was there... #Rage #VamosFernando #GpSingapur #F1"
2,At any time I look out the window and leaves a plant flying in the wind that there is #fear
1,Getting up early is pretty isn't it? Because I hope to become miss universe... @lavecinarubia 
1,@kinky_cuu Today was my lucky day... that nice profile bb
0,@__kleos Ñiñiñiñiñi I am angry with the people of that area. Each day I suffer less.
0,"Thanks to the sit-in protest by exercising their rights to trample on our own, never change for people of Chimalhuacán. "
2,"I realized that I like the days super windy and gray like today, but between returned by the doubts of some lightning "
1,@rtorresabc123 @TeresaBalladare JAJAJAJAJAJAJA newly I see this I laugh hp
0,cainemaribel21 That No one Forget the name and the face of the Violence and Terrorism. #VotosSIBalasNO
1,Morning seguritito all of you are going to want to sit near the door.. arrive early 
2,"@Clentrus @DalasReview what you think someone is terrible,but do you realize what you write?"
0,How resentful can you be to get into a relationship? Who made you so much damage? 🤔
3,I need someone to get me a epicrisis 
3,"che already that I am boring, but good q are you going to do"
2,@noticiarepretel Dangerous something known guima remember that the son is celso
3,"In these games is when my heart is split terrible, I feel so santander as rola."
1,@anasof_cg Almost 10 years of free entertainment 🤘#YoNuncaHeLlorado #SoloElla
1,"There are people now rising up, and I, satisfied, I'm going to sleep."
3,@1DPri1D if I miss you well Bautister 
0,@Cheboludomr do you start with this? find a new insult.
0,"#PereiraEnVivo. At this time, congestion in the route Pereira to Santa Rosa for the cause of the tragic traffic accident that left a woman dead."
2,The Mastrofobia is the fear of the breasts
0,"when it all started I promised myself I would not spend a few things, and today... step!!! #disappointed #sad #angry"
3,@LaCarlangas_ch how sad all
0,Whenever I am angry I can not sleep in peace. 
2,I have to go to work and it was dark. 
0,Hopefully one day Diosito me to remove the bitter and jealous.
0,"have straight hair and thin it is horrible, I enredatoooooodo"
0,When I'm angry pq I hurt many ovaries will scream to my old q pq crap I had with the whistle hahaha
1,@DebRyanShow @AlexXxStrecci #Glimmer jajajajaj always be dressed as well will be something quite funny
1,@DebRyanShow @TecnopolisNC #RutaPais2032 a Lot of luck❤
1,@jormasis such. Now I can sleep peacefully.
1,"@MiguelStraube that bear my I 2012 hahaha , you were referring to pela yolo tuitazo? with the diego "
1,Very entertaining conversation...
1,"@lutteofthoran THE BEST OF ALL!!❤❤❤Happy day, Andrea!!!Thank you for todooo"
3,@OjosColor__Sun I have vivid cheated a long time 
2,@El_Intermedio I'm hallucinating with the reasons cited by the Catalan at university: a lot of slogan and nothing of content #sad
3,It is dangerous to get used to someone
2,@ManuelBartual How you can sleep if supposedly you see a man looking towards your balcony to still 
1,"That beautiful to have this relationship with my old, even from a distance, to tell me their things, what bothers you and what makes you happy "
3,Can't sleep again and tomorrow I have school. 
1,@mannolly My aunt is proud of you and @manuelcastillol I also miss when I scolded you!
2,I live with the fear of seeing a video and they are gemiditos 
0,"No offense, but you represent all that scorn in the world."
2,Andy learns to cover up that you were more nervous than when you had a specially XDDDDD
1,"No mames, what a fine. "
1,@pegada123 Admirable. Luck.
3,I want to have sleep 
2,I feel very frustrated with myself: I feel anxious
1,@JHopeMex Jin sneaks 
2,I'm re full with all of Amber. And super nervous !!!!!! 
0,"Camano, giving classes, having bought his title at the age of 60 "
1,"#DeColombiaMeGusta the culture, the joy and the women."
2,The intellect of a soul dark is dangerous and scary
2,"In the camera gesell you hear voices and steps, but no one is there. "
3,@alexisperezf25 immense joy and nostalgia because you are not here. you remember a lot
3,"I would guess that a tire of doing damage and flee like a coward (I'll let you follow bloqueándote and desbloqueándote, not entered in your account)"
1,"My things give me because I always believe that I will give, if you ever think in the negative in the background I am always optimistic "
1,@Loladiani Hahaha sure it was for that! 
0,come to visit my and get to play the play 
0,"Buena vista 1st vmella, no light @EdeesteRD us submit to the darkness before the disaster! Stupid! #anger #abuse @ProConsumidorRD"
3,"So many things to complain about and you complain about that, what hijueputez."
1,"@Sargentoleon @PremiosTuMundo Let's VOTE ! All the blessings and success , LeónHermozaa , ❤ and good LUCK! "
3,"ARE LLOVIEEEENDO STARS IN OUR HABITACIÓNNN WET FROM CRYING, MY CORAZÓNNN"
2,Thank God that he did not win the elections of the Capital District's #MissEarthVenezuela you imagine the Nico with a string for that?! #scare
3,"I am very outraged, they are drunk and flayean that I'm drunk and don't let me take, high family"
1,and what has the smile more beautiful of all?
2,"Already finished it and left me that nasty feeling in the mouth as after vomiting. 10/10, would take me another."
0,"@Ivandagu @cmbustamante a: that accusation Is quite serious, of which you have no proof"
1,Ooooooooo what a nice subject❣❣❣❣
1,@Aaron070604 I Am very happy in these moments of my life. That means that I'm meeting girls 
0,"I'm not automated. I don't do malicious activities. I am not a troll. #AnimalesSueltos Or Macrista. Or K. Less,massista. Only OUTRAGED"
3,@ObservadBinario @nakamartinez Watercress very long!! Everything is very gloomy this goes beyond tense calm
2,"Ja anxious hair verao, fairs, travel, relief"
3,@Tricker_FD Someone who understands me perfectly Unfortunately we do not have control with that
0,I'm watching a special of Linkin Park and I had not the least idea of the reason for that. That unfortunate 
1,"@omar_ADG What I know, I'm brilliant."
1,"I would have loved to meet you otherwise, but I am falling in love with your interior, that's what I really care about"
0,"Is anger ,I am putting him in the shit by herself and slept."
1,"@clssypoetry fuck, I love you infinitely. I'm lucky to have you and know that these for me. I will always be by your side, my girl."
2,I'm worried now by my friends and I tomorrow
0,When a child throws a tantrum because they wanted a little brother instead of sister. What do you propose? To abort the mom and try again?
1,"♥Happy day of the friend,♥ Thanks for everything, although thousands of things have happened or we don't talk more, as before, remain very special+"
2,I'm going to die in cardiac arrest and that has me worried
3,@El_Intermedio I'm hallucinating with the reasons cited by the Catalan at university: a lot of slogan and nothing of content #sad
1,It was my joy
3,@_AAcostaa 1. Groggy and gas 2. the peeling of the walk-in closet jaj 3. Eyes 4. Relief pte 5. Depression pos ex
1,Happy day sleeve kokemones!
0,I'm going to kill you
1,10 plays poqui! I love you broda
3,@vivi_pereda Now do not cry nor will I suffer there is no longer crying
1,I am very happy with you and your smiley face .
1,@juanbrandolin04 @Micka_Martinez0 @nazaromanosss @mica_paolo14 that pleasant subject to this john
0,is anger(?)
1,"Happiness is not everything, but in knowing how to take the good that you gives. #Fav #RT #FF #UnaVidaPk #happiness"
1,@jimeramirez0109 If by that ❤
0,"Don't leave me, I don't let go, I can go crazy !!"
0,@NanaBlurl Who fuck is simone 
2,If we are together there because they have fear.
1,"My favorite moment of Cirque Du Soleil was when they heard a beautiful ""@sebastianpinera conshetumare"" followed by applause."
3,"I hope that the death of Chester has made to see what real depression is, it is and in what may turn out that no one is safe from it"
2,That horrible feeling that when something really hurts or bothers you and you have to be there smiling and pretending that all is well
1,"BELOVED ARCHANGEL MICHAEL, LEAVE THEM UNCOVERED Q THOU LIGHT OF DIVINE JUSTICE IS SO SHINY Q CAN'T HIDE THE BETRAYAL OF THE CITIZENS"
1,@girlstetona happy❣
3,"And in the end, end up tired of so much fight.. "
1,"@avilesmgl I had years without going, I would gladly go back; there is some water, not as they were years ago. Rests "
1,Cubes of cheese (the Tampico) for the soul of a tampiqueño away from their homeland 
2,"Is very strong The other day I was listening to Leave out all the rest, makes me so melancholic that song That if I listen to her now..."
1,Happy day fandom ❤
2,@p_legancemodels @Lenin The vote even more shameful and disgusting in my life.
0,"Sarcasm, on the defensive, the emptiness, the anger, the indifference they have polluted my soul."
2,#MiSolucionParaElInsomnio the truth I have a few pills of terror ZAVIANA FS 12.5 mg hypnotic goes directly to central nervous system 
3,"By tragic news, I dig a wee bit, as to speak with the property. Conclusion is the same: what a complete fucking Linkin Park."
0,"I feel sad-angry from one moment to the other... Since neither I I bank, I can not imagine the rest"
1,The satisfaction of a duty fulfilled❤️
3,How right she is my sister Not all are willing...
0,Preguntame if we're going to go with all the rage this sat
0,I'm about to send you an e-mail to my ex-tutor to ask if I can continue with the gfr #sadness #nostalgia #sentimientosencontrados #confusion
1,Go to your house and put a goliza in the FIFA: I am entertaining(to)
3,"I am very impulsive, in the moment that I get angry I say things that after I finish repenting"
2,"Have two requests of muslim and of a jew in feisbuc, on the same day, randomly. "
1,"The news more beautiful by the day, week, month "
1,@manueElLebroOn I Think q already fix it 
0,@cohesionmaligna is more anger that person.
3,Since these hps I have tired the truth.
2,there is a kid looking at me fixed 1 hour ago in the bondi 
3,God! Seriously I hate the UN.
3,See....if your...stalker with first name and last name...that though sat for you you must be extremely miserable and unhappy
3,We are going to close to the trunk of the past that Messenger is dark and full of shit
1,@JOELSHAMPU I LOVE YOU❤HAPPY DAY BIABOR
3,@terko2013 @fffnav @rfeiBJ @Gregoriodalbon @Pontifex_es @CFKArgentina I Saw images that throw the milk in the field !!that is terrible!!!
3,I am re nervous with this topic
3,@fantomastxiki Still angry for having lost so many millions with your companies security?
3,@Profeco @SECTUR_mx Sadly I doubt it.
2,"what depression see all videos of the girls that have embraced today to the guys, I WANT to"
1,I'm going to sleep with a huge cheer
0,"Anger and ódio, a long, four-d of battle."
0,@Laesebeefe I Hate eating out of time. 
2,My cat go rare: it is very scared and look towards the ceiling you the house. Do not want to sleep on 2nd floor. He is terrified of the tremors. #Scare
3,@c_milo2 And it is when here you need a boyfriend to be happy ? Pfff these serious Pepe
2,"I have the feeling that it's going to shake, not now please "
0,@xpcinful -cover the nose after the bite quejosean and giving back angry - Bad
0,"I hate the people closed, that is not allowed to help. To make matters worse most of the people I love is so "
0,I want to go back to being bitter again.
0,"But, and that rage? Don't ajites you can give something !🤔"
2,"I have noticed that when I have depression I can not stop eating, I grab anxiety"
3,"I had had the flu for two days, my mom says that he was only crying content: I believe him. "
3,"Today I cried for you I cried, the rage, The helplessness I cried, your laugh. #tusojosclarosonrientes #sad"
3,"""Forty years I was disgusted with the nation, And said: People is that wandering of heart, And they have not known my ways."""
1,"@kareen_sh Super if Baby, on Friday, there is peda Alda I more forever, you are the funniest HAHAHAHA"
0,"@javiercedeo @florciampoli Imagine that! I only know him by hiding in ceilings, now incoherente...de 2-0"
1,@mariobautista_ And sho that :v ntc I love you my love 11:14-proud to say q I am bautister
3,"That sad, want to tell you how much I love my boyfriend but my anger does not allow me to"
0,"@ponminombreaca is Not evil spoken of, but a bitch who is bitter!"
0,"@SraruizruthRuth If obvi and I don't say by him, I say, by some that yesterday subian to the pool by tagging Aylén and gave me a lot of rage"
1,@DebRyanShow #Glimmer Hahahahahaha joy maybe
0,These hours make me want to insult people
1,it comes the second function #Happy ❤️
0,That fight inside each other to go to urinate or have already go to sleep to not think about going to pee hahaha. Damn roe I corrode.
0,Last night I broke out the vein of the fury of miracle.
3,Day so re bored u_u
3,That tiredness I have
3,@TeleShowcom sadness that the p$@@ Ma%#& @Popradio1015 #bonuspop @hectorlocutor
1,"I liked the announcement of #TAKIS, the ""ex"" jajajajaa "
3,"I just found out that he died the singer of Linkin Park. I can't believe it. That sadness, or.or"
3,"I'm not even going to cry, because for what."
0,"My outrage comes from the fact that I know how to grow a fucking nail or all of the layers of the teeth, and then we skip a part of the"
0,"The weak take revenge, the strong forgive and the intelligent just ignore them."
3,There are times q I want to rajarme a shot of the salami I q 
3,"Ami only me these things happen, but nothing happens. Which makes you laughing crying and the pay is said trankii"
2,That sorete you let me so nervous not AAAAAAAAAAAAAH I'm going to die(?????ahr if
3,"I more tired, impossible!"
3,"@diegosaviola10 @Equidadfutbol @AmericadeCali Suffering and the containment at the bank, he lost america through the stubbornness of the Dt"
1,Pasta flora jajajajajaj 
1,"Net, net much; it's great seeing it grow @GrissRom. In fact it is great to see it grow at all. I will never give up! #PaLante"
2,"leave the cinema, it is raining and would like to thank the valet to close my glass, avoiding a tragedy ❤️"
3,"#SiMeMatan by saying what I think, for being sensitive to the human pain, for fighting for my ideals, for criticism of the bad government and #Angry"
3,That day the friend more boring pass
1,Today I went to the offices of Google and I did the cool but the truth if he was excited ajajajaja
2,I feel like q is going to blow up the sheets and I will be looking up at the stars. #fear
3,I hate to be so distrustful firm
1,@angela_yama @AndreaCaroPuche Jajajajaa see without a doubt this is History bb 
2,@shawnefasto you said q a shipp q I included was horrible as well q I talked to d any way
3,@Santi_Calderon2 don't make me cry men :( encerio?
2,I hate to be so distrustful firm
0,Le conte and anger and if you don't tell him to get angry like 
1,I think that today I broke the record of attacks of laughter.
3,PERU is tired of so much Rotting Shit and Kagadas of the PresidenteDeLUJO! Do not match a! You shoot at the feet! DOES NOT LOVE TO PERU!
0,"I am super tantrums, ok."
1,This return to Capital is delight that the 5 back 
2,I would think that it is going to come out all good but lpm that nervous I am
2,"Report of the act: it is the burning of trash and debris, without danger of bubbling, working @PrimeraCoquimbo @Cuarta_Coquimbo"
2,"speaks to me and I re nervous,q wave to estoo"
3,I don't want to go back tomorrow to CD.MX. 
0,I predict rain all week. #Depression
0,who takes me to Italy for insulting the son of diosdado
2,I fell asleep with the chat open san and what he seen and he worried thinking that I had passed something I love too
3,@SEAT_Mexico it will be worth it after 60 days what happened??? What's done is done
2,David Bowie said: religion is for people afraid of going to hell. Spirituality is for those who have been there.
2,"Ptm, where is my moon??? "
0,@fantomastxiki Still angry for having lost so many millions with your companies security?
2,As I take at least 5 minutes to answer? That person anxious I q lpm
1,"I chord of the moment yesterday and instantly smiled, hooked? No, not there "
1,"@Jona1795 Hahahaha zero, I'm like the friend who makes you see the next funny your drama life "
3,"@DonCokeArayaT Unfortunate, naaaada is eternooooo"
0,Rage seriously when you do things by obligation and not because they are born
2,"Hours before a final, my brain has no better idea than to have a nervous breakdown by the things that nothing to do "
3,@Vale_Karumi IS THAT THE VERY HDP ONLY THINK of THE JAPANESE AGFHSBFDHDGDGFGDF is Always something happening seeing should sleep early 
1,@antifazdelzorro Hahahaha I grabbed my to go active 
2,@fantomastxiki Still angry for having lost so many millions with your companies security?
3,really paula chaves is one of the best models of arg with that walk? unfortunate
1,4 Seasons 4 seasons to make the first kiss and I excited as a child with a palette of chavo. Something goes wrong in my life.
0,But that urge to have a poodle so you kicking son of a bitch an insult to say
0,is anger porq apply the maincra
1,"I swear that when you send the wpp I could not be so excited, but what had that to do I hope that you read it"
2,Posta I'm worried thinking that I will have q to sell a kidney to pay for all the tickets to kau d the week q vieneEE
2,I am usually sucks a whole egg but today I'm worried.
0,"Live embittered, stressed, impatient, or sad makes no sense. You do not have any instrumental sense. Nothing is going to achieve in those states."
1,@Miguel_layun There are things you get the grouch at @JorgeGonzalezGo I encourage optimistic I will follow you to support
1,Hahaha the traumatized by the quake 
3,"Really, I don't sleep without saying ""I love you"" to my friends and family... "
1,"that game exciting agora, holy"
3,How resentful can you be to get into a relationship? Who made you so much damage? 🤔
0,"@anapalacio tab by Morocco against Western Sahara. It seems lie that is sold for money. Read Court judgments ""Indignity"""
2,"That ugly,who are killing people in the street,ah as dangerous in Danli,already or you can go on foot to buy at the grocery store. "
0,"@MySugarComa If you think about it, I offended two groups, those of the dead and the people that is not dead."
2,"I was watching a movie of terror and thus of the nothing, half of the movie they begin to take two mines ahre that I missed I said"
3,Unfortunate loss the Chester Bennigton vocalist of Linkin Park RIP.
3,Up crying I look pretty deténganme :///////
1,@Camila_Cabello @BrunoMars I can'T BE MORE EXCITED FOR YOU AND WHAT YOU'VE ACCOMPLISHED
2,"""harm him despite being a kid from their point of view. Or how it could end. Came back to hit him once more, this time in the """
1,@OZphotograph JuajuajuajuajauJauJuJajajuajaua that funny 
2,That danger when you cut the breathing desire...
3,And if better think it all over again... that this is becoming a cycle 
0,The do re long. 
1,@los40mx @PaolaGalina @CD9 A fun and parent interview Pao
3,"That is sickening that they steal the entrances to the other in the row l, so much desperation to go to the dance, or that was the last one. Disgusting"
2,#NowPlaying I don't care [cBH] - Thony and his Orq. Danger
1,"@JeslinMorales7 I that's why I go out with the cell with half load, so if I mamo download. You should go a step forward always. "
2,Since these hps I have tired the truth.
1,"It: I liked it, but in my opinion it lacked something, idk. I wish I would have gone 3D. In the wait for chapter two "
0,"Yes, I am a sangrón and a bitter hahahaha.: I'm lonely"
3,Never debi to leave that place 
0,Me and my luck to see with chabones with daughters and the beautiful mothers jealous
1,@secretgxrden @rcalafell Thank you! 
3,"Would not be bad, a few caresses and a few kisses that you do against weight the tiredness :/"
3,@IsaJaramilloJR I strip ? Unfortunate
2,I feel like at Christmas when waiting for the gifts re anxious
2,"@Hinzulina @niggavm03 Drink that I've told you to speak with people of dark color? Or the time given to them, vente."
